company,role,location,education,years_of_experience,base_salary,annual_bonus,annual_stock,total_compensation,company_tier,remote_work
Databricks,Data Scientist,"New York, NY",Master's,6,251334,28046,19382,298762,Tier2,0
Intuit,Data Scientist,"Austin, TX",Self-taught,7,171081,23507,0,194588,Tier3,0
Airbnb,Senior Product Manager,"Seattle, WA",PhD,4,363346,63896,35706,462948,Tier2,1
Microsoft,Software Engineer,"San Francisco, CA",Master's,0,221853,16018,10849,248720,Tier2,0
Lyft,Product Manager,"Boston, MA",Bachelor's,19,362843,55587,58061,476491,Tier2,1
Google,Software Engineer,"New York, NY",Bachelor's,3,272197,47294,7027,326518,FAANG,1
Meta,Senior Data Scientist,"Austin, TX",Master's,3,284936,42036,47056,374028,FAANG,0
Intuit,Data Scientist,"Denver, CO",Bachelor's,8,136824,11115,0,147939,Tier3,1
Series B Startup,Principal Engineer,"Los Angeles, CA",Bachelor's,8,315879,30630,0,346509,Startup,1
ServiceNow,Senior Data Scientist,"New York, NY",Master's,1,226413,11232,0,237645,Tier3,0
Netflix,Software Engineer,"Boston, MA",Bachelor's,6,249457,29466,29745,308668,FAANG,0
Meta,Senior Data Scientist,"Austin, TX",Self-taught,7,281379,44660,34565,360604,FAANG,1
Series B Startup,ML Engineer,"Seattle, WA",Self-taught,12,252168,47580,0,299748,Startup,0
Netflix,Product Manager,Remote,Bachelor's,4,257114,45470,6264,308848,FAANG,1
Airbnb,Data Scientist,"Boston, MA",Bachelor's,4,211760,22769,13328,247857,Tier2,0
Meta,Engineering Manager,"Seattle, WA",Master's,2,421260,43617,65542,530419,FAANG,0
Apple,Software Engineer,"New York, NY",Bachelor's,0,228049,19270,36231,283550,FAANG,0
Meta,Product Manager,"San Francisco, CA",Bachelor's,4,343129,35515,33528,412172,FAANG,1
Intuit,Data Scientist,"San Francisco, CA",Bachelor's,6,244299,25471,0,269770,Tier3,1
Lyft,Senior Product Manager,"New York, NY",Master's,4,320970,17463,39037,377470,Tier2,0
SAP,Principal Engineer,"San Francisco, CA",Bachelor's,1,467969,63010,0,530979,Tier3,1
ServiceNow,Senior Data Scientist,"Atlanta, GA",Bootcamp,2,132936,22151,0,155087,Tier3,0
Microsoft,Software Engineer,"Los Angeles, CA",Master's,3,204999,20949,25160,251108,Tier2,0
Netflix,Product Manager,"Seattle, WA",PhD,3,342046,33083,41395,416524,FAANG,0
Stripe,Engineering Manager,"Seattle, WA",PhD,1,378677,47385,23501,449563,Tier2,1
SAP,Software Engineer,"Los Angeles, CA",Master's,0,145124,19759,0,164883,Tier3,1
ServiceNow,Senior Data Scientist,"New York, NY",PhD,5,264290,14932,0,279222,Tier3,0
Airbnb,Senior Data Scientist,"Chicago, IL",Bachelor's,2,195975,42190,21829,259994,Tier2,1
Apple,Senior Product Manager,"San Francisco, CA",Master's,14,587711,49387,29543,666641,FAANG,1
Intuit,Staff Engineer,"Chicago, IL",Bachelor's,1,234394,34529,0,268923,Tier3,0
Intuit,Senior Data Scientist,"San Francisco, CA",Master's,9,301320,35139,0,336459,Tier3,0
Workday,Senior Product Manager,"New York, NY",Bachelor's,2,259840,17369,0,277209,Tier3,1
IBM,Senior Data Scientist,"Los Angeles, CA",Bachelor's,1,188556,20195,0,208751,Tier3,1
Lyft,Software Engineer,"San Francisco, CA",Master's,5,304251,27395,34312,365958,Tier2,1
Meta,Software Engineer,Remote,Bachelor's,2,213480,22762,9093,245335,FAANG,0
Early Stage Startup,Software Engineer,"San Francisco, CA",Master's,9,234912,40455,0,275367,Startup,0
Intuit,Product Manager,"Boston, MA",Master's,3,185794,34358,0,220152,Tier3,0
Series A Startup,Data Scientist,"Chicago, IL",Master's,3,139957,22717,0,162674,Startup,0
IBM,Product Manager,"Denver, CO",Bachelor's,1,110251,8915,0,119166,Tier3,0
Uber,Principal Engineer,"Austin, TX",Master's,0,329336,79000,22293,430629,Tier2,0
Amazon,Staff Engineer,"New York, NY",Bachelor's,2,421112,79610,30645,531367,FAANG,0
Stripe,Senior Software Engineer,"San Francisco, CA",Bachelor's,4,339329,57105,8367,404801,Tier2,0
Salesforce,Senior Product Manager,"Austin, TX",Bachelor's,5,273618,22647,14416,310681,Tier2,1
Amazon,Engineering Manager,"Atlanta, GA",Bootcamp,4,338805,43608,34600,417013,FAANG,0
Uber,ML Engineer,"Chicago, IL",Bachelor's,1,201592,16287,17258,235137,Tier2,0
ServiceNow,Software Engineer,"Boston, MA",Master's,5,171967,28568,0,200535,Tier3,1
Early Stage Startup,Senior Product Manager,"Austin, TX",PhD,0,157950,25684,0,183634,Startup,1
Series B Startup,Senior Product Manager,Remote,Master's,0,201474,12395,0,213869,Startup,0
Amazon,Engineering Manager,"Denver, CO",Bootcamp,7,360718,45447,28746,434911,FAANG,0
Oracle,Data Scientist,"Seattle, WA",Bootcamp,1,153918,10073,0,163991,Tier3,1
Stripe,Senior Product Manager,"New York, NY",Self-taught,1,273850,17276,10160,301286,Tier2,0
Intuit,Engineering Manager,"New York, NY",Bachelor's,0,273755,43383,0,317138,Tier3,0
Stripe,Senior Product Manager,"New York, NY",Self-taught,2,307117,43626,20044,370787,Tier2,1
Meta,Senior Product Manager,"Chicago, IL",Bachelor's,4,304160,66321,9077,379558,FAANG,0
Stripe,Senior Software Engineer,"Los Angeles, CA",Bootcamp,0,239006,35854,30120,304980,Tier2,1
Airbnb,Data Scientist,"New York, NY",Master's,8,243821,36586,6811,287218,Tier2,0
ServiceNow,Software Engineer,"Los Angeles, CA",Bachelor's,3,162923,20966,0,183889,Tier3,1
Oracle,Senior Software Engineer,Remote,Bootcamp,5,187673,10865,0,198538,Tier3,0
Series B Startup,ML Engineer,"Denver, CO",Bachelor's,12,192719,30788,0,223507,Startup,0
Intuit,ML Engineer,Remote,PhD,10,215878,13505,0,229383,Tier3,1
Uber,Engineering Manager,"Austin, TX",Bachelor's,2,274473,27569,23431,325473,Tier2,0
Meta,Senior Software Engineer,"Los Angeles, CA",Bachelor's,1,262101,14662,9405,286168,FAANG,1
IBM,ML Engineer,"Denver, CO",Bachelor's,1,146829,14129,0,160958,Tier3,0
Apple,Senior Software Engineer,"Boston, MA",Bootcamp,0,271255,35665,5909,312829,FAANG,1
Netflix,Data Scientist,"Atlanta, GA",Master's,0,165041,7378,16407,188826,FAANG,1
Airbnb,Engineering Manager,"Denver, CO",Bachelor's,1,260012,39027,18555,317594,Tier2,0
SAP,Senior Data Scientist,"Los Angeles, CA",Master's,7,201678,38852,0,240530,Tier3,0
Microsoft,Staff Engineer,"Los Angeles, CA",Bachelor's,8,373722,47797,24703,446222,Tier2,1
IBM,Data Scientist,"Austin, TX",Self-taught,13,217638,31566,0,249204,Tier3,1
Early Stage Startup,Staff Engineer,"New York, NY",Bachelor's,8,274403,21257,0,295660,Startup,0
Amazon,Senior Product Manager,"New York, NY",Bootcamp,2,349178,77910,25539,452627,FAANG,0
Early Stage Startup,Senior Product Manager,"Austin, TX",Bachelor's,1,177377,34145,0,211522,Startup,0
Google,Software Engineer,"San Francisco, CA",Bachelor's,1,288275,45101,36813,370189,FAANG,1
Workday,Senior Data Scientist,"Seattle, WA",Bachelor's,8,301798,23301,0,325099,Tier3,1
Lyft,Principal Engineer,"Atlanta, GA",PhD,0,264296,46615,31246,342157,Tier2,1
Databricks,Staff Engineer,"Seattle, WA",Bachelor's,2,399269,32346,53506,485121,Tier2,1
Airbnb,Staff Engineer,"Los Angeles, CA",Bachelor's,7,370989,89735,23040,483764,Tier2,0
ServiceNow,Data Scientist,Remote,Master's,2,153361,16081,0,169442,Tier3,0
Early Stage Startup,Staff Engineer,"Seattle, WA",Master's,13,345815,40974,0,386789,Startup,0
Meta,Data Scientist,"Los Angeles, CA",Master's,3,293165,37142,18809,349116,FAANG,0
IBM,Staff Engineer,"Atlanta, GA",Bachelor's,0,228853,22256,0,251109,Tier3,1
Intuit,Senior Software Engineer,"Austin, TX",Bachelor's,0,168032,12245,0,180277,Tier3,0
Oracle,Product Manager,"Seattle, WA",Bachelor's,0,195704,12007,0,207711,Tier3,0
Series A Startup,Staff Engineer,"Denver, CO",PhD,7,237910,11904,0,249814,Startup,0
ServiceNow,Principal Engineer,"Los Angeles, CA",Bachelor's,1,388440,32088,0,420528,Tier3,1
Early Stage Startup,Product Manager,"Austin, TX",Bootcamp,0,112920,13152,0,126072,Startup,0
IBM,Principal Engineer,"Chicago, IL",Bachelor's,0,280328,35465,0,315793,Tier3,1
Apple,Senior Software Engineer,Remote,PhD,4,326361,36481,33447,396289,FAANG,0
Stripe,Engineering Manager,"Atlanta, GA",Master's,3,308203,39314,10033,357550,Tier2,0
Uber,Data Scientist,"Atlanta, GA",PhD,0,157570,9944,17120,184634,Tier2,0
Google,Senior Data Scientist,"Boston, MA",Bachelor's,4,342285,58563,16521,417369,FAANG,0
Uber,Software Engineer,"San Francisco, CA",Master's,0,246342,32028,36299,314669,Tier2,0
Uber,Data Scientist,"San Francisco, CA",Bachelor's,1,233091,37133,19813,290037,Tier2,1
ServiceNow,Senior Software Engineer,"Austin, TX",Master's,6,184037,9489,0,193526,Tier3,1
Stripe,Staff Engineer,"San Francisco, CA",Master's,1,397007,52948,38167,488122,Tier2,1
Amazon,Principal Engineer,"Boston, MA",Master's,5,524264,31607,21619,577490,FAANG,1
Amazon,Data Scientist,"Denver, CO",Master's,6,237977,43513,36886,318376,FAANG,1
Airbnb,Product Manager,"New York, NY",Bachelor's,1,197887,27676,15603,241166,Tier2,1
Microsoft,Senior Product Manager,"Seattle, WA",Bachelor's,3,300785,56612,17322,374719,Tier2,0
Airbnb,Software Engineer,"Austin, TX",Bachelor's,1,156041,17270,18448,191759,Tier2,1
Oracle,Senior Product Manager,"New York, NY",Self-taught,1,212171,18538,0,230709,Tier3,0
Airbnb,Staff Engineer,Remote,Bachelor's,3,277712,29714,20020,327446,Tier2,1
IBM,Senior Product Manager,"Chicago, IL",Master's,2,189730,10004,0,199734,Tier3,0
Early Stage Startup,Engineering Manager,"Boston, MA",Self-taught,0,242026,43279,0,285305,Startup,0
Stripe,Software Engineer,"New York, NY",Bachelor's,0,177373,17268,22027,216668,Tier2,0
Salesforce,Data Scientist,"Seattle, WA",Bachelor's,3,219328,29447,18651,267426,Tier2,0
Databricks,Software Engineer,"San Francisco, CA",Bachelor's,8,240034,16533,28205,284772,Tier2,0
Netflix,Staff Engineer,"Austin, TX",Master's,4,343306,54866,15472,413644,FAANG,0
Microsoft,Principal Engineer,"Seattle, WA",Bachelor's,5,526698,83063,21450,631211,Tier2,1
Apple,Product Manager,"Los Angeles, CA",Bachelor's,5,293646,40775,36001,370422,FAANG,0
Netflix,Principal Engineer,"Los Angeles, CA",Master's,2,481788,108656,19963,610407,FAANG,1
Series A Startup,Engineering Manager,"Seattle, WA",Bachelor's,2,323241,46226,0,369467,Startup,1
Salesforce,Engineering Manager,"Denver, CO",PhD,4,355606,27879,49317,432802,Tier2,1
Databricks,Staff Engineer,"Atlanta, GA",Bachelor's,0,218472,25500,5553,249525,Tier2,1
Airbnb,Engineering Manager,"Boston, MA",Bachelor's,4,359028,46410,44402,449840,Tier2,0
Databricks,Senior Product Manager,"Chicago, IL",Master's,8,263285,39384,40074,342743,Tier2,1
IBM,Senior Software Engineer,Remote,Master's,4,226857,21266,0,248123,Tier3,1
Databricks,Data Scientist,"Denver, CO",Bootcamp,23,304811,60553,24068,389432,Tier2,1
Microsoft,Staff Engineer,"Los Angeles, CA",Bachelor's,1,339401,55428,27322,422151,Tier2,0
Salesforce,Software Engineer,"Chicago, IL",Bachelor's,3,144528,15059,9902,169489,Tier2,0
Stripe,Software Engineer,Remote,Master's,2,191535,22491,28460,242486,Tier2,0
Meta,Engineering Manager,"Chicago, IL",Bachelor's,3,363225,24064,15145,402434,FAANG,0
Series B Startup,Staff Engineer,"San Francisco, CA",Bachelor's,3,299826,37499,0,337325,Startup,0
Intuit,Staff Engineer,"San Francisco, CA",Master's,0,376409,64532,0,440941,Tier3,1
Apple,Staff Engineer,"Boston, MA",Self-taught,0,391036,45736,57663,494435,FAANG,0
Uber,Principal Engineer,"Denver, CO",Self-taught,0,312529,26501,32453,371483,Tier2,0
Salesforce,Staff Engineer,"Los Angeles, CA",Bachelor's,5,400090,43301,22532,465923,Tier2,1
Series B Startup,Data Scientist,"Denver, CO",Bachelor's,11,165989,38132,0,204121,Startup,0
Series A Startup,Engineering Manager,Remote,Bachelor's,1,235883,15393,0,251276,Startup,0
Apple,Software Engineer,"Los Angeles, CA",Bachelor's,2,254860,33295,32394,320549,FAANG,1
Series A Startup,Software Engineer,"Austin, TX",Bachelor's,0,99550,6680,0,106230,Startup,1
Oracle,ML Engineer,"Chicago, IL",Bachelor's,2,153452,29213,0,182665,Tier3,0
Airbnb,Senior Data Scientist,"Boston, MA",Bachelor's,1,235762,14772,18098,268632,Tier2,0
Meta,Principal Engineer,"San Francisco, CA",Master's,5,709041,43129,35881,788051,FAANG,0
Series A Startup,Principal Engineer,"Seattle, WA",Master's,5,328904,26011,0,354915,Startup,1
Amazon,Principal Engineer,Remote,Bachelor's,14,550604,45789,91863,688256,FAANG,1
ServiceNow,Senior Product Manager,Remote,Bachelor's,5,208286,25251,0,233537,Tier3,1
Series A Startup,Engineering Manager,"Seattle, WA",Master's,13,316360,57590,0,373950,Startup,1
Salesforce,Product Manager,"Boston, MA",Bachelor's,8,252226,31040,14614,297880,Tier2,0
ServiceNow,Staff Engineer,"Los Angeles, CA",Bootcamp,2,255459,11446,0,266905,Tier3,1
Apple,Senior Software Engineer,"Austin, TX",Bachelor's,8,325503,42118,35271,402892,FAANG,1
IBM,Senior Data Scientist,"New York, NY",Master's,4,283510,22517,0,306027,Tier3,1
Airbnb,Senior Data Scientist,"Atlanta, GA",Bachelor's,2,187929,18628,7652,214209,Tier2,0
SAP,Data Scientist,"New York, NY",Bootcamp,1,155414,6282,0,161696,Tier3,0
Uber,Senior Data Scientist,"New York, NY",Bootcamp,4,275307,14580,21319,311206,Tier2,0
Workday,Senior Product Manager,"Chicago, IL",Bachelor's,0,178128,31344,0,209472,Tier3,0
Series A Startup,ML Engineer,"Chicago, IL",Bachelor's,0,123531,12596,0,136127,Startup,1
Intuit,Senior Data Scientist,Remote,Bachelor's,0,191209,34922,0,226131,Tier3,0
Databricks,Senior Software Engineer,"Chicago, IL",Master's,9,283834,45591,19042,348467,Tier2,0
Google,Staff Engineer,"Los Angeles, CA",Master's,0,427819,72354,22639,522812,FAANG,0
Workday,Engineering Manager,"Atlanta, GA",Bootcamp,5,181947,25005,0,206952,Tier3,0
Intuit,Staff Engineer,"Denver, CO",Bachelor's,14,294407,48890,0,343297,Tier3,1
Stripe,Senior Data Scientist,"Seattle, WA",Master's,0,258670,26128,30824,315622,Tier2,1
Uber,Staff Engineer,"Atlanta, GA",Bachelor's,0,217784,24584,32026,274394,Tier2,0
Workday,Senior Data Scientist,"Austin, TX",Bachelor's,2,162401,16423,0,178824,Tier3,0
Microsoft,Product Manager,"Boston, MA",Bachelor's,1,202710,10127,8037,220874,Tier2,0
Workday,Principal Engineer,"Denver, CO",Master's,11,321180,68470,0,389650,Tier3,0
Series A Startup,Senior Data Scientist,"New York, NY",Master's,1,196450,12096,0,208546,Startup,0
Uber,Senior Data Scientist,"Seattle, WA",Bachelor's,4,260870,12608,36495,309973,Tier2,0
Series B Startup,Product Manager,"Austin, TX",Master's,5,159139,36358,0,195497,Startup,1
Meta,Principal Engineer,"Atlanta, GA",Master's,1,347544,23657,10390,381591,FAANG,0
Stripe,Staff Engineer,Remote,Bachelor's,9,375454,54274,20608,450336,Tier2,0
Salesforce,ML Engineer,"Los Angeles, CA",Bachelor's,2,259731,13061,16975,289767,Tier2,0
Oracle,Senior Product Manager,"Los Angeles, CA",Master's,6,239687,18319,0,258006,Tier3,0
Netflix,Staff Engineer,"Boston, MA",Bachelor's,1,404837,45425,49012,499274,FAANG,1
Workday,Staff Engineer,"Boston, MA",Master's,0,267796,43237,0,311033,Tier3,1
ServiceNow,Principal Engineer,"New York, NY",Bootcamp,1,355189,67396,0,422585,Tier3,0
ServiceNow,Senior Data Scientist,"Boston, MA",Master's,2,229328,29376,0,258704,Tier3,0
Meta,Staff Engineer,"Boston, MA",Bachelor's,2,462915,98718,12849,574482,FAANG,1
Intuit,Data Scientist,"Los Angeles, CA",Bachelor's,6,208830,21513,0,230343,Tier3,1
Oracle,ML Engineer,"Los Angeles, CA",Master's,3,209356,18233,0,227589,Tier3,1
Early Stage Startup,Software Engineer,"Seattle, WA",Bachelor's,4,163087,19556,0,182643,Startup,1
Amazon,Principal Engineer,"New York, NY",Bootcamp,5,501192,76954,86639,664785,FAANG,1
SAP,Data Scientist,"Seattle, WA",Master's,1,172698,14762,0,187460,Tier3,1
Series B Startup,Software Engineer,"San Francisco, CA",Bachelor's,1,167807,20467,0,188274,Startup,0
Microsoft,ML Engineer,"Boston, MA",Bachelor's,3,229757,33854,16741,280352,Tier2,1
Netflix,Senior Software Engineer,"Atlanta, GA",Master's,0,237330,21327,31118,289775,FAANG,0
Series A Startup,Product Manager,Remote,Bachelor's,2,150466,13376,0,163842,Startup,0
Microsoft,Software Engineer,"Seattle, WA",Master's,1,219582,11789,19562,250933,Tier2,1
Google,Senior Product Manager,"Chicago, IL",Master's,12,346958,28296,38095,413349,FAANG,0
Workday,Engineering Manager,"Los Angeles, CA",PhD,10,366030,59887,0,425917,Tier3,0
Apple,Staff Engineer,"Los Angeles, CA",Bachelor's,21,548722,82494,68725,699941,FAANG,1
Stripe,Engineering Manager,"Atlanta, GA",Bachelor's,0,220158,18613,25139,263910,Tier2,0
SAP,Senior Data Scientist,"New York, NY",Bachelor's,0,204927,14820,0,219747,Tier3,1
Series A Startup,Product Manager,"Atlanta, GA",Bachelor's,15,151346,7518,0,158864,Startup,0
SAP,ML Engineer,"Boston, MA",Master's,1,177366,22049,0,199415,Tier3,0
Uber,Senior Product Manager,"San Francisco, CA",Bootcamp,3,320988,80130,8751,409869,Tier2,1
IBM,Senior Data Scientist,"New York, NY",Master's,1,257205,36971,0,294176,Tier3,0
Google,Data Scientist,Remote,Bachelor's,7,252179,23327,32259,307765,FAANG,1
Netflix,Senior Software Engineer,"Los Angeles, CA",PhD,3,374910,39842,20501,435253,FAANG,1
Meta,Software Engineer,"Chicago, IL",Master's,6,246883,54834,40895,342612,FAANG,1
Airbnb,Senior Data Scientist,"Atlanta, GA",Master's,8,244871,19906,16827,281604,Tier2,0
Databricks,ML Engineer,"Chicago, IL",Master's,7,220121,27936,20745,268802,Tier2,0
Google,Senior Product Manager,"Chicago, IL",Master's,1,235263,42166,15406,292835,FAANG,0
Lyft,Principal Engineer,"San Francisco, CA",Bachelor's,4,582986,63628,36099,682713,Tier2,1
Airbnb,Principal Engineer,Remote,Master's,1,361429,49939,75636,487004,Tier2,0
Oracle,Engineering Manager,"Los Angeles, CA",Master's,12,310990,52337,0,363327,Tier3,0
Early Stage Startup,Staff Engineer,"Seattle, WA",Bootcamp,4,251671,17972,0,269643,Startup,1
Workday,Senior Data Scientist,"Atlanta, GA",Bachelor's,7,185033,32392,0,217425,Tier3,1
Google,Software Engineer,"Chicago, IL",Bachelor's,5,244834,38677,15948,299459,FAANG,0
IBM,Senior Data Scientist,"San Francisco, CA",Master's,3,266084,21639,0,287723,Tier3,0
Databricks,Senior Product Manager,"San Francisco, CA",Master's,1,357816,17036,27406,402258,Tier2,0
Lyft,Senior Data Scientist,"Los Angeles, CA",Bachelor's,0,265113,36694,41011,342818,Tier2,0
Series A Startup,Senior Software Engineer,"Boston, MA",Bachelor's,0,176822,12345,0,189167,Startup,0
Uber,Senior Data Scientist,"New York, NY",Bachelor's,10,350478,28821,13980,393279,Tier2,0
Netflix,Senior Data Scientist,Remote,Master's,5,304873,34993,8077,347943,FAANG,1
Amazon,Senior Data Scientist,"Los Angeles, CA",Master's,13,429308,43194,34295,506797,FAANG,0
Databricks,Senior Data Scientist,"Austin, TX",Bachelor's,6,249617,18067,25891,293575,Tier2,0
Series A Startup,Product Manager,"Chicago, IL",Bachelor's,1,121904,9641,0,131545,Startup,0
Apple,Senior Product Manager,"Boston, MA",Master's,8,406592,56774,11932,475298,FAANG,1
Databricks,Data Scientist,"Atlanta, GA",Bootcamp,0,146638,9235,13461,169334,Tier2,1
Salesforce,ML Engineer,"San Francisco, CA",Bachelor's,0,279897,24287,9665,313849,Tier2,0
Series B Startup,Senior Product Manager,"Atlanta, GA",Master's,0,155341,25049,0,180390,Startup,0
Google,Engineering Manager,"Seattle, WA",Master's,9,618491,84374,31559,734424,FAANG,0
Workday,Senior Software Engineer,"Atlanta, GA",Master's,3,171998,18811,0,190809,Tier3,1
Series A Startup,Senior Product Manager,"Los Angeles, CA",Bachelor's,0,200747,11076,0,211823,Startup,0
Intuit,Engineering Manager,"Atlanta, GA",Master's,1,215666,22520,0,238186,Tier3,0
Databricks,Senior Software Engineer,"Seattle, WA",Bachelor's,4,308218,43253,11768,363239,Tier2,0
Uber,Product Manager,Remote,Master's,1,178318,41206,13660,233184,Tier2,0
Amazon,Principal Engineer,Remote,Bachelor's,1,437070,48399,33072,518541,FAANG,1
Oracle,Senior Data Scientist,"Austin, TX",Bootcamp,8,173166,8330,0,181496,Tier3,0
Netflix,Data Scientist,"Austin, TX",Bachelor's,8,238060,25770,43491,307321,FAANG,1
Series A Startup,Senior Product Manager,"Chicago, IL",Bachelor's,1,152936,14934,0,167870,Startup,1
ServiceNow,ML Engineer,"Austin, TX",Self-taught,2,152701,30115,0,182816,Tier3,0
Amazon,Product Manager,"Los Angeles, CA",Bachelor's,4,287240,24739,22862,334841,FAANG,1
Series B Startup,Engineering Manager,"Seattle, WA",Bachelor's,0,244164,10700,0,254864,Startup,0
Airbnb,Data Scientist,"Los Angeles, CA",Bachelor's,2,213373,42330,8220,263923,Tier2,0
